rand_index,media,desvio_padrao
1.0,1.0,0.0
0.0,0.5,0.5
0.3333333333333333,0.4444444444444444,0.41573970964154905
0.3333333333333333,0.41666666666666663,0.36324157862838946
0.4,0.41333333333333333,0.32496153618543844
0.4,0.4111111111111111,0.2966895538404153
0.42857142857142855,0.41360544217687073,0.27474909567554384
0.42857142857142855,0.41547619047619044,0.2570519019033099
0.4444444444444444,0.418694885361552,0.2425217886990213
0.4444444444444444,0.42126984126984124,0.23020601594172588
0.45454545454545453,0.4242948970221697,0.2197011821069572
0.45454545454545453,0.4268157768157768,0.21051396268466413
0.46153846153846156,0.42948675256367563,0.20246679940708923
0.46153846153846156,0.4317761603475889,0.19527643333492767
0.4666666666666667,0.4341021941021941,0.18885560388119005
0.4666666666666667,0.4361374736374736,0.18302847350698423
0.47058823529411764,0.4381639890290409,0.17774863179894101
0.47058823529411764,0.4399653360437674,0.17290021499815816
0.47368421052631576,0.44174001364811205,0.168457060060506
0.47368421052631576,0.44333722349202226,0.16433916920941782
0.47619047619047616,0.4449016640967105,0.16053114072311928
0.47619047619047616,0.4463238828282453,0.15697563218636199
0.4782608695652174,0.44771244746898325,0.15366328304022386
0.4782608695652174,0.44898529838965967,0.1505517113906213
0.48,0.4502258864540733,0.14763509914797598
0.48,0.45137104466737815,0.1448813127353124
0.48148148148148145,0.45248624603086346,0.14228668549700507
0.48148148148148145,0.4535217901540998,0.13982632356346597
0.4827586206896552,0.45452995672429136,0.13749790443297205
0.4827586206896552,0.4554709121898035,0.13528178413148484
0.4838709677419355,0.45638704301406585,0.1331764992495094
0.4838709677419355,0.4572459156618118,0.13116629943632596
0.48484848484848486,0.458082357152317,0.12925028026953148
0.48484848484848486,0.4588695962022043,0.1274156361714016
0.4857142857142857,0.4596365873311209,0.12566183138078243
0.4857142857142857,0.4603609678417644,0.12397832600516187
0.4864864864864865,0.4610670629402704,0.12236482968359401
0.4864864864864865,0.461735995138855,0.12081257236029704
0.48717948717948717,0.4623883923706661,0.11932142782130736
0.48717948717948717,0.4630081697408866,0.1178840273083654
0.4878048780487805,0.46361296750449377,0.11650035439355234
0.4878048780487805,0.46418896537459586,0.11516416332200272
0.4883720930232558,0.46475136369200654,0.11387551063742377
0.4883720930232558,0.46528819844953495,0.11262906042643211
0.4888888888888889,0.4658126582370761,0.11142491703064945
0.4888888888888889,0.466314315425159,0.11025848899114056
0.48936170212765956,0.46680468535499947,0.10912991110934239
0.48936170212765956,0.46727462320442986,0.10803520655421585
0.4897959183673469,0.46773424147306086,0.10697452859016421
0.4897959183673469,0.4681754750109466,0.10594441201148319
0.49019607843137253,0.468607251548602,0.1049450202293659
0.49019607843137253,0.4690224212963476,0.10397331714253996
0.49056603773584906,0.46942890462539477,0.10302947055262451
0.49056603773584906,0.4698203330163291,0.10211080675630754
0.4909090909090909,0.4702037649780157,0.1012174939831456
0.4909090909090909,0.4705735029410706,0.10034716655810326
0.49122807017543857,0.4709358637697437,0.09949999044088505
0.49122807017543857,0.47128572939742813,0.09867386333062277
0.4915254237288136,0.47162877506406176,0.09786894711490618
0.4915254237288136,0.47196038587514094,0.09708336593170198
0.4918032786885246,0.4722856791999505,0.09631727642998947
0.4918032786885246,0.47260047919170173,0.09556899843382788
0.49206349206349204,0.47290941590395236,0.09483868263872129
0.49206349206349204,0.4732086983439452,0.0941248187919659
0.49230769230769234,0.4735025290203105,0.09342755124099922
0.49230769230769234,0.473787455736786,0.09274551794942393
0.4925373134328358,0.4740673043591151,0.09207885674809567
0.4925373134328358,0.474338922139611,0.09142633542870864
0.4927536231884058,0.4746058018649558,0.09078808529527005
0.4927536231884058,0.4748650564552908,0.09016298831179566
0.49295774647887325,0.4751198830753413,0.0895511693544458
0.49295774647887325,0.4753676311781681,0.08895161116671646
0.4931506849315068,0.47561123465424127,0.08836443236976327
0.4931506849315068,0.4758482542525827,0.08778870497814878
0.49333333333333335,0.476081388640326,0.08722454157907983
0.49333333333333335,0.47630838791260244,0.08667109352716944
0.4935064935064935,0.47653173993330233,0.08612846762643753
0.4935064935064935,0.47674936497911247,0.0855958859674099
0.4936708860759494,0.4769635614486927,0.08507344983807215
0.4936708860759494,0.4771724030065334,0.08456044458205808
0.49382716049382713,0.4773780172965,0.08405696624534456
0.49382716049382713,0.4775786166037845,0.08356235689366923
0.4939759036144578,0.47777617427861185,0.08307670760516445
0.4939759036144578,0.47796902819927667,0.08259941144794207
0.49411764705882355,0.4781590119505655,0.08213055480190072
0.49411764705882355,0.4783445774750801,0.08166957671203715
0.4942528735632184,0.47852743145310467,0.08121655912187992
0.4942528735632184,0.4787061296589014,0.08077098262415372
0.4943820224719101,0.47888226328601385,0.08033292497803754
0.4943820224719101,0.47905448283252383,0.07990190440890119
0.4945054945054945,0.47922427416958946,0.07947799473245698
0.4945054945054945,0.47939037439063187,0.07906074833631942
0.4946236559139785,0.4795541731166894,0.07865023532176753
0.4946236559139785,0.47971448676346906,0.0782460391541765
0.49473684210526314,0.47987261681969845,0.07784822643728397
0.49473684210526314,0.4800274524997564,0.07745640896570606
0.4948453608247423,0.48018021444125114,0.07707065005039697
0.4948453608247423,0.4803298587921031,0.07669058736004697
0.494949494949495,0.480477531884602,0.07631628110566795
0.494949494949495,0.4806222515152509,0.07594739263173791
0.49504950495049505,0.4807650956086692,0.0755839792306114
0.49504950495049505,0.4809051388375106,0.07522572394982784
0.49514563106796117,0.4810433960436315,0.07487268133326853
0.49514563106796117,0.481178994457327,0.0745245543573882
0.49523809523809526,0.481312890655239,0.07418139497719173
0.49523809523809526,0.4814442605097943,0.07384292449917282
0.4953271028037383,0.4815740066994573,0.07350919243901494
0.4953271028037383,0.48170135018190435,0.07317993698944628
0.4954128440366973,0.481827143703508,0.07285520536690018
0.4954128440366973,0.48195065007017335,0.07253475134405674
0.4954954954954955,0.4820726757046357,0.07221861996924418
0.4954954954954955,0.4821925223099112,0.07190657941104452
0.49557522123893805,0.4823109532738849,0.07159867267244613
0.49557522123893805,0.48242730650164856,0.07129468124276152
0.4956521739130435,0.4825423053487041,0.07099464619455402
0.4956521739130435,0.4826553214570174,0.07069836135988093
0.49572649572649574,0.4827670408952181,0.07040586598845278
0.49572649572649574,0.48287686678361874,0.07011696536400944
0.4957983193277311,0.4829854504184432,0.06983169701412138
0.4957983193277311,0.4830922243260206,0.06954987686104482
0.49586776859504134,0.4831978073365084,0.06927154080452114
0.49586776859504134,0.48330165947797177,0.06899651466209336
0.4959349593495935,0.4834043692330256,0.06872483279401412
0.4959349593495935,0.48350542237912697,0.0684563302327886
0.496,0.4836053790000939,0.06819103988195516
0.496,0.4837037490080297,0.06792880536533545
0.49606299212598426,0.4838010658829742,0.06766965820734135
0.49606299212598426,0.48389686218174777,0.06741345005062138
0.49612403100775193,0.4839916464362129,0.06716021111321598
0.49612403100775193,0.4840849724713786,0.06690980053035789
0.4961832061068702,0.4841773253998938,0.06666224728196884
0.4961832061068702,0.4842682790416133,0.0664174175114986
0.49624060150375937,0.4843582965037347,0.06617533902480802
0.49624060150375937,0.48444697042164536,0.06593588452717208
0.4962962962962963,0.484534743205902,0.06569908071054001
0.4962962962962963,0.4846212252139196,0.0654648064301103
0.49635036496350365,0.4847068393726757,0.06523308732042693
0.49635036496350365,0.48479121274652226,0.06500380800608026
0.49640287769784175,0.48487474990444546,0.0647769931173197
0.49640287769784175,0.48495709367439827,0.06455253269616794
0.49645390070921985,0.4850386313129431,0.06433045041852407
0.49645390070921985,0.48511902053404365,0.06411064141794301
0.4965034965034965,0.48519863225410975,0.06389312846296431
0.4965034965034965,0.4852771382558416,0.06367781147657409
0.496551724137931,0.48535489402054566,0.0634647123641871
0.496551724137931,0.485431584637788,0.06325373555788233
0.4965986394557823,0.48550755099709414,0.06304490214161204
0.4965986394557823,0.48558249078397714,0.06283812079613521
0.4966442953020134,0.4856567310827559,0.06263341182320131
0.4966442953020134,0.4857299815108843,0.06243068791010206
0.4966887417218543,0.4858025560818179,0.062229968613399404
0.4966887417218543,0.4858741757241865,0.062031170401534136
0.49673202614379086,0.48594514206679834,0.061834312120797874
0.49673202614379086,0.486015186768597,0.06163931381079997
0.4967741935483871,0.4860845997155634,0.06144619364051703
0.4967741935483871,0.48615312275295325,0.06125487502491494
0.4968152866242038,0.48622103462474464,0.06106537548677513
0.4968152866242038,0.48628808685258934,0.060877621633655406
0.4968553459119497,0.48635454760139035,0.06069163037154373
0.4968553459119497,0.48642017759083134,0.060507331329852865
0.4968944099378882,0.4864852349346019,0.06032474082556989
0.4968944099378882,0.48654948910128887,0.06014379135032462
0.49693251533742333,0.4866131886487498,0.05996449865838829
0.49693251533742333,0.4866761113724612,0.059786797954222363
0.49696969696969695,0.4867384967397172,0.0596107044542539
0.49696969696969695,0.48680013047604237,0.059436155935870434
0.49700598802395207,0.4868612433954909,0.059263167101201
0.49700598802395207,0.48692162878018413,0.05909167816942743
0.4970414201183432,0.48698150920230343,0.05892170335068295
0.4970414201183432,0.4870406851488684,0.05875318518293995
0.49707602339181284,0.4870993713374236,0.05858613740547017
0.49707602339181284,0.4871573751284375,0.058420504759569385
0.49710982658959535,0.48721490374960025,0.05825630053368513
0.49710982658959535,0.4872717711222439,0.05809347156396386
0.49714285714285716,0.487328177328076,0.05793203070703519
0.49714285714285716,0.48738394255429635,0.05777192679192043
0.4971751412429379,0.48743926006101185,0.05761317226146815
0.4971751412429379,0.487493956022708,0.05745571784163871
0.4972067039106145,0.48754821718409297,0.05729957557862439
0.4972067039106145,0.4876018754436848,0.05714469800500868
0.4972375690607735,0.48765511132002226,0.05699109678659395
